,Title,Company,Location,Salary,Summary
1877,Software Engineer (Python/Java/BigData/Cloud),Providence Partners and Associates,"Austin, TX 78759 (Arboretum area)","$95,000 - $115,000 a year","
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
1878,Senior Systems Administrator - Project Specific Linux and Solaris Systems Administrator,University of Texas at Austin,"Austin, TX","$5,500 - $7,500 a month","
Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and..."
1879,Software Engineer (Python/Java/BigData/Cloud),Providence Partners and Associates,"Austin, TX 78759 (Arboretum area)","$95,000 - $115,000 a year","
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
1880,Senior Systems Administrator - Project Specific Linux and Solaris Systems Administrator,University of Texas at Austin,"Austin, TX","$5,500 - $7,500 a month","
Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and..."
1881,Software Engineer (Python/Java/BigData/Cloud),Providence Partners and Associates,"Austin, TX 78759 (Arboretum area)","$95,000 - $115,000 a year","
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
1882,Senior Systems Administrator - Project Specific Linux and Solaris Systems Administrator,University of Texas at Austin,"Austin, TX","$5,500 - $7,500 a month","
Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and..."
1883,Software Engineer (Python/Java/BigData/Cloud),Providence Partners and Associates,"Austin, TX 78759 (Arboretum area)","$95,000 - $115,000 a year","
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
1884,Senior Systems Administrator - Project Specific Linux and Solaris Systems Administrator,University of Texas at Austin,"Austin, TX","$5,500 - $7,500 a month","
Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and..."
1885,Software Engineer (Python/Java/BigData/Cloud),Providence Partners and Associates,"Austin, TX 78759 (Arboretum area)","$95,000 - $115,000 a year","
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
1886,Senior Systems Administrator - Project Specific Linux and Solaris Systems Administrator,University of Texas at Austin,"Austin, TX","$5,500 - $7,500 a month","
Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and..."
1887,Software Engineer (Python/Java/BigData/Cloud),Providence Partners and Associates,"Austin, TX 78759 (Arboretum area)","$95,000 - $115,000 a year","
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
1888,Senior Systems Administrator - Project Specific Linux and Solaris Systems Administrator,University of Texas at Austin,"Austin, TX","$5,500 - $7,500 a month","
Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and..."
1889,Software Engineer (Python/Java/BigData/Cloud),Providence Partners and Associates,"Austin, TX 78759 (Arboretum area)","$95,000 - $115,000 a year","
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
1890,Senior Systems Administrator - Project Specific Linux and Solaris Systems Administrator,University of Texas at Austin,"Austin, TX","$5,500 - $7,500 a month","
Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and..."
1891,Software Engineer (Python/Java/BigData/Cloud),Providence Partners and Associates,"Austin, TX 78759 (Arboretum area)","$95,000 - $115,000 a year","
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
1892,Senior Systems Administrator - Project Specific Linux and Solaris Systems Administrator,University of Texas at Austin,"Austin, TX","$5,500 - $7,500 a month","
Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and..."
1893,Software Engineer (Python/Java/BigData/Cloud),Providence Partners and Associates,"Austin, TX 78759 (Arboretum area)","$95,000 - $115,000 a year","
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
1894,Senior Systems Administrator - Project Specific Linux and Solaris Systems Administrator,University of Texas at Austin,"Austin, TX","$5,500 - $7,500 a month","
Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and..."
1895,Software Engineer (Python/Java/BigData/Cloud),Providence Partners and Associates,"Austin, TX 78759 (Arboretum area)","$95,000 - $115,000 a year","
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
1896,Senior Systems Administrator - Project Specific Linux and Solaris Systems Administrator,University of Texas at Austin,"Austin, TX","$5,500 - $7,500 a month","
Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and..."
1897,Software Engineer (Python/Java/BigData/Cloud),Providence Partners and Associates,"Austin, TX 78759 (Arboretum area)","$95,000 - $115,000 a year","
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
1898,Senior Systems Administrator - Project Specific Linux and Solaris Systems Administrator,University of Texas at Austin,"Austin, TX","$5,500 - $7,500 a month","
Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and..."
1899,Software Engineer (Python/Java/BigData/Cloud),Providence Partners and Associates,"Austin, TX 78759 (Arboretum area)","$95,000 - $115,000 a year","
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
1900,Senior Systems Administrator - Project Specific Linux and Solaris Systems Administrator,University of Texas at Austin,"Austin, TX","$5,500 - $7,500 a month","
Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and..."
